gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,log_riskscore,risk_score2
0,0,0,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,1642.75,0,"(48, 72]",0.00968852295748066,0.022295386485068923
0,1,0,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,0,"(12, 24]",0.14090169935882904,0.15676002220220459
1,0,1,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,0,"(48, 72]",0.15252038781470065,0.11138596325948451
0,0,1,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,1,"(24, 48]",0.48212875094259355,0.5137411068101739
0,0,1,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,0,"(48, 72]",0.0067013225007969334,0.006883025404699896
0,0,0,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,0,"(12, 24]",0.5945857153073891,0.589823103984307
1,0,1,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,0,"(24, 48]",0.1453993467692353,0.13098555312937202
0,0,1,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,0,"(24, 48]",0.04244710854091381,0.03903457179921396
1,0,1,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,0,"(0, 12]",0.21621937200210553,0.11040289876915466
1,0,0,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,0,"(0, 12]",0.7676313462051648,0.8107756776217222
1,0,0,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,100.9,0,"(0, 12]",0.14365737315527333,0.05946154478413253
0,0,1,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,0,"(12, 24]",0.24810709912151063,0.15788064866028095
1,0,1,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,1,"(0, 12]",0.7678999575361287,0.7203932873266343
1,0,0,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,1,"(0, 12]",0.7994062153382686,0.7759353564598651
1,1,1,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8404.9,0,"(48, 72]",0.0744812728846966,0.024909404048503312
1,0,0,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,0,"(48, 72]",0.015352265417277093,0.06548531291788894
1,1,1,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.1,6538.45,0,"(48, 72]",0.13496900625827368,0.088943442090019
1,0,1,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,0,"(48, 72]",0.11919987273487809,0.16975662683885198
0,0,0,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,868.1,0,"(24, 48]",0.005371184031832672,0.0013189764604999573
0,0,1,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,1,"(12, 24]",0.26826377564412746,0.255182170842867
0,1,0,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,330.6,0,"(12, 24]",0.045726573688970484,0.03204822904691943
1,0,0,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,1,"(0, 12]",0.5879628949768949,0.6702819064924787
1,0,1,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,0,"(0, 12]",0.4926775133870019,0.2904394147638907
1,0,1,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,1315.35,0,"(12, 24]",0.057864672053564596,0.08666427622352454
0,0,1,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,1,"(0, 12]",0.668750174231942,0.8153756300471953
1,0,0,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1861.5,1,"(12, 24]",0.4152817708167501,0.5274108979412171
1,1,1,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,0,"(24, 48]",0.22501147600325846,0.1669977704908177
0,0,1,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,554.05,0,"(0, 12]",0.2790472469217292,0.21932006739223486
1,0,0,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,453.4,1,"(0, 12]",0.7116102140407587,0.7022606478483823
0,0,0,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.0,994.8,1,"(12, 24]",0.30931886789784163,0.3095360903431768
1,0,1,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,225.75,0,"(0, 12]",0.03311056883822164,0.02950731518798878
0,0,1,No,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),45.3,2145.0,1,"(24, 48]",0.11488257130268627,0.26948276453872255
0,1,0,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.45,1671.6,0,"(12, 24]",0.5699815430662116,0.46382204271345256
0,0,1,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.5,8003.8,0,"(48, 72]",0.1375603525890583,0.14585554432427933
0,0,1,Yes,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.55,680.05,1,"(0, 12]",0.6594694457856194,0.6275323214533449
1,0,1,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),84.5,6130.85,0,"(48, 72]",0.0508641501203844,0.0646782267117266
0,0,0,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,1415.0,0,"(12, 24]",0.672973296133714,0.6964535627434804
1,0,0,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.6,6201.95,0,"(48, 72]",0.023414522214579854,0.015875224837602644
1,0,0,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,1,"(0, 12]",0.7307531615842628,0.8228573885214746
1,0,1,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25,0,"(48, 72]",0.12294621475072606,0.16017194883161984
0,0,0,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.15,0,"(0, 12]",0.5555003475307879,0.42135071009826885
0,0,1,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,139.4,1,"(0, 12]",0.6359808562437979,0.5225050251645094
1,1,1,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,3902.6,0,"(48, 72]",0.06255384514751808,0.07311592344514538
1,0,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,0,"(0, 12]",0.21582621962023224,0.2829317810480802
1,0,0,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,1,"(12, 24]",0.16080405023933406,0.35326897476697
1,0,1,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.9,1785.65,0,"(24, 48]",0.06782459156732926,0.05264819102985939
0,0,1,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1397.65,0,"(48, 72]",0.003126156725021538,0.00206142769798178
0,1,0,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,1,"(0, 12]",0.5836281020078864,0.6177437678187442
0,0,0,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,1,"(0, 12]",0.5713216632222778,0.6789665530518199
1,0,0,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),116.25,3899.05,0,"(24, 48]",0.14133396187006678,0.15328375900176028
0,1,1,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.7,5676.0,0,"(48, 72]",0.04124559041503779,0.05352893829340138
0,0,1,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,4543.15,0,"(48, 72]",0.01961418987917033,0.08620345939451185
0,0,1,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,0,"(48, 72]",0.13856105402816413,0.08998237233746088
1,0,0,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5502.55,0,"(48, 72]",0.00937504223000776,0.036103125358326625
0,1,0,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.1,1782.4,1,"(12, 24]",0.6225228306750812,0.6590632788351926
1,0,0,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,851.8,0,"(0, 12]",0.5544181944475453,0.4191427150870071
1,0,1,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,1,"(0, 12]",0.752601405918637,0.6667881534531669
0,0,1,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.85,1,"(0, 12]",0.610667674187448,0.6355961933294055
0,0,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,0,"(0, 12]",0.2210495998907519,0.27931414510433955
1,1,1,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.3,1818.3,0,"(12, 24]",0.11235383667920466,0.1586130456837596
1,0,0,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.45,6300.15,0,"(48, 72]",0.3872259622919739,0.21984550753627852
0,1,1,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,334.8,1,"(0, 12]",0.7953070843519043,0.6346895427480507
0,0,0,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,0,"(48, 72]",0.36927842847425174,0.2502782588076356
1,0,0,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.0,2852.4,0,"(24, 48]",0.22589967890631077,0.20548959390672908
1,0,0,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8,4131.95,1,"(24, 48]",0.3314191884086776,0.3750488369796335
0,0,0,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.3,1546.3,0,"(24, 48]",0.03371944685859338,0.03832946479802043
0,1,1,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05,302.6,0,"(0, 12]",0.6877507734189952,0.49165242682941745
0,1,1,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.2,1929.35,1,"(24, 48]",0.3732641300414962,0.45056080386993885
1,0,0,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,265.45,0,"(0, 12]",0.12070304888726871,0.08184953833592151
1,0,1,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,6989.45,0,"(48, 72]",0.21077464560677003,0.23626852488753933
1,1,1,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1442.0,0,"(24, 48]",0.3324229217484482,0.20570304497879563
1,0,1,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,0,"(48, 72]",0.28235661380455845,0.24112512056893132
0,0,0,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.6,1758.6,1,"(12, 24]",0.3312169127571074,0.36747071151371935
1,0,1,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3480.0,1,"(24, 48]",0.6298425706738829,0.5719162865759502
1,0,0,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.3,0,"(48, 72]",0.14155523358250327,0.13955803321357532
1,1,1,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8399.15,0,"(48, 72]",0.05459539753026877,0.023698758013036225
1,0,1,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,0,"(48, 72]",0.10835778407863388,0.10481399465606148
1,0,1,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,686.95,0,"(24, 48]",0.009419405766235326,0.004654128509136653
0,1,0,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,0,"(48, 72]",0.12770307040668274,0.11265085572323764
0,0,1,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.1,490.65,0,"(12, 24]",0.014525618066704143,0.006731993340081324
1,0,1,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1360.25,0,"(48, 72]",0.0021646428545842866,0.0007824731422044664
1,0,0,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,0,"(0, 12]",0.7606140989676766,0.7054717974513793
1,1,1,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,7379.8,0,"(48, 72]",0.1528695493527343,0.16231354122097463
0,0,0,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,1,"(0, 12]",0.8184612300486094,0.8716309300062041
1,0,0,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,0,"(0, 12]",0.7262440912991855,0.6703540507231145
0,0,1,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,0,"(48, 72]",0.22099877045075922,0.18799190797130336
0,0,1,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,0,"(24, 48]",0.04119058584703488,0.05471914330461147
0,0,1,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,6744.2,0,"(48, 72]",0.12690647675986658,0.14969508497585454
0,0,1,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,4946.7,0,"(48, 72]",0.027216189189009525,0.008534999092096767
0,0,1,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.1,8248.5,0,"(48, 72]",0.048601406734673856,0.02497375351049207
0,0,0,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,0,"(0, 12]",0.4529387949077356,0.21774978286893545
0,0,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,0,"(0, 12]",0.22148930446618761,0.2770899311746665
1,0,0,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,1,"(0, 12]",0.6878324670051138,0.7007736709187449
1,0,0,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.55,597.0,1,"(12, 24]",0.22715935570761403,0.23540327322115573
1,0,1,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,0,"(24, 48]",0.19724177078362354,0.23681265466935103
1,0,1,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,1,"(24, 48]",0.26216279038198925,0.35094079636661474
0,0,0,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,0,"(48, 72]",0.15194043430140575,0.16338628517717357
1,1,1,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9,5265.5,0,"(48, 72]",0.2589313228921861,0.22701809939177836
1,0,0,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,311.6,0,"(12, 24]",0.08093640012727835,0.07072197983367595
1,0,1,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3,7966.9,0,"(48, 72]",0.06398569493195745,0.05139690233155676
0,0,1,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.6,8220.4,0,"(48, 72]",0.047366985648348944,0.024451215016512658
1,0,1,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1153.25,0,"(48, 72]",0.006094653754898271,0.03398161395502629
0,0,1,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.6,514.75,0,"(12, 24]",0.020321519269695703,0.015262777995155985
1,0,0,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,1,"(24, 48]",0.37841467149432434,0.39578528936354956
0,0,1,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,0,"(48, 72]",0.054221579013045806,0.06127350707087819
0,0,0,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,19.9,0,"(0, 12]",0.23435671704377795,0.2216704939075546
1,0,0,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,2708.2,0,"(24, 48]",0.02570802190411387,0.062321206448202215
1,0,0,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,0,"(0, 12]",0.5349163788271059,0.4267337100892712
1,0,0,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.3,49.3,0,"(0, 12]",0.4228450847195887,0.5133018144504846
1,0,1,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.3,0,"(48, 72]",0.2637437689138063,0.29575389997825297
1,0,1,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.6,89.05,0,"(0, 12]",0.31574908511961675,0.12584826324723225
1,0,1,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.7,516.15,0,"(0, 12]",0.2945331719529817,0.19965354329029275
1,0,1,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,0,"(48, 72]",0.13320822976360805,0.136528450354978
1,0,0,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,445.95,0,"(0, 12]",0.2975875257203868,0.20120694395981745
1,0,1,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,0,"(48, 72]",0.006735017414602103,0.010037767612275667
1,0,1,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,1667.25,0,"(12, 24]",0.1916492699870134,0.4823442821590687
1,0,1,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,0,"(48, 72]",0.007818965163285028,0.020489446152217195
0,0,0,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,1,"(24, 48]",0.6091195797030369,0.5442725737105075
0,0,0,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,0,"(0, 12]",0.17921847303236652,0.15609563771328555
0,0,1,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.25,1103.25,0,"(48, 72]",0.005294801661783736,0.0195103412436911
1,1,0,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.6,2754.0,0,"(24, 48]",0.017838004982419445,0.054386306472875984
0,0,0,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,0,"(0, 12]",0.1253968150415941,0.1376097690790248
1,0,1,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,1,"(48, 72]",0.2036703475101863,0.34480702428319604
0,1,1,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,0,"(24, 48]",0.6575634569383111,0.4553693972935079
1,0,1,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,0,"(48, 72]",0.01797606397808056,0.01321768218639241
1,0,1,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,0,"(24, 48]",0.17004182525151648,0.12636254538971237
1,0,0,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,0,"(0, 12]",0.6266183069402683,0.5460524559533156
1,1,1,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.55,3365.4,0,"(24, 48]",0.4808329982846649,0.4225083077869594
1,0,0,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,38.8,0,"(0, 12]",0.25778565468969994,0.13746093372747012
0,0,1,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,1,"(0, 12]",0.1143548073830666,0.2735788788863204
0,0,0,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,1,"(0, 12]",0.4831323607636399,0.7120746018497143
0,1,0,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,1,"(0, 12]",0.8393382639935394,0.7674442912530332
0,0,1,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.0,19.0,0,"(0, 12]",0.24758816237688114,0.39315246568787865
0,0,0,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,61.7,0,"(0, 12]",0.2510365286242022,0.10412961078272774
0,1,0,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,1,"(0, 12]",0.8538623465099596,0.8639158665865204
1,0,0,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.45,0,"(48, 72]",0.024569193192506146,0.049558665388023046
1,0,1,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,85.1,0,"(0, 12]",0.07947762219325677,0.046380983563531396
1,0,1,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.15,7422.1,0,"(48, 72]",0.06927173336846042,0.04983714532877079
1,0,1,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4,6668.05,0,"(48, 72]",0.015663979060466897,0.01388860425862472
1,0,1,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,0,"(48, 72]",0.052797657378825115,0.06741390351298124
1,0,1,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1174.8,0,"(24, 48]",0.016567736211607013,0.04172368971956785
1,0,1,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435.0,0,"(48, 72]",0.02096733759965351,0.018132682765043782
1,0,0,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,0,"(24, 48]",0.23432250554361683,0.2896651120333046
1,0,0,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.6,45.6,0,"(0, 12]",0.3673050694386317,0.4954182198397847
